call_id,speaker,transcript,is_urgent,used_threat,good_offers,request_money_transfer,request_personal_info,request_banking_info,request_passwords,request_code,is_vishing
29,الطرف الآخر,ايه تمام بس ليش الاتصال,0,0,0,0,0,0,0,0,0
29,المتصل,روتين سنوي للتأكد من رقم الهوية,0,0,0,0,1,0,0,0,0
29,الطرف الآخر,انا محدث البيانات قبل شهر,0,0,0,0,0,0,0,0,0
29,المتصل,ممتاز شكرا لتعاونك,0,0,0,0,0,0,0,0,0
30,المتصل,مرحبا حسابك البنكي فيه محاولة اختراق,1,1,0,0,0,0,0,0,1
30,الطرف الآخر,كيف صار هذا,1,0,0,0,0,0,0,0,1
30,المتصل,نحتاج رمز التحقق اللي وصلك عشان نوقف العملية,1,0,0,0,0,0,0,1,1
30,الطرف الآخر,بس انا ما استلمت شي,1,0,0,0,0,0,0,0,1
30,المتصل,خلال دقيقة بيوصلك أرسله لي بسرعة,1,1,0,0,0,0,0,1,1
31,المتصل,مبروك ربحت 10000 ريال من قرعة بنك الأهلي,0,0,1,0,0,0,0,0,1
31,الطرف الآخر,جد كيف ربحت,0,0,0,0,0,0,0,0,1
31,المتصل,من سحب العملاء بس نحتاج رقم الحساب,0,0,1,0,0,1,0,0,1
31,الطرف الآخر,ليش الحساب,0,0,0,0,0,0,0,0,1
31,المتصل,عشان نحول المبلغ خلال ساعة والا يروح,1,0,1,0,0,0,0,0,1
32,المتصل,مرحبا معك من بنك الإنماء نتابع طلب بطاقتك,0,0,0,0,0,0,0,0,0
32,الطرف الآخر,ايه متى بتوصل,0,0,0,0,0,0,0,0,0
32,المتصل,خلال يومين للعنوان المسجل,0,0,0,0,0,0,0,0,0
33,المتصل,حسابك في خطر نحتاج رقم البطاقة للحماية,1,1,0,0,0,1,0,0,1
33,الطرف الآخر,بس التطبيق ما نبهني,1,0,0,0,0,0,0,0,1
33,المتصل,المشكلة خارجية لازم الرقم الحين,1,1,0,0,0,1,0,0,1
34,المتصل,السلام عليكم من بنك البلاد نؤكد عملية شراء ب 2000 ريال,0,0,0,0,0,0,0,0,0
34,الطرف الآخر,ايه صحيح اشتريت تلفزيون,0,0,0,0,0,0,0,0,0
34,المتصل,تمام شكرا للتأكيد,0,0,0,0,0,0,0,0,0
35,المتصل,فيه عرض استثماري ربح 200 بالمية خلال شهر,0,0,1,0,0,0,0,0,1
35,الطرف الآخر,كيف هذا,0,0,0,0,0,0,0,0,1
35,المتصل,حول 5000 ريال اليوم ونشتري أسهم,1,0,1,1,0,0,0,0,1
35,الطرف الآخر,مضمون,0,0,0,0,0,0,0,0,1
35,المتصل,100 بالمية بس لازم تحول الحين,1,0,1,1,0,0,0,0,1
36,المتصل,مرحبا من بنك الراجحي نرسل كشف الحساب,0,0,0,0,0,0,0,0,0
36,الطرف الآخر,ايه وين ألاقيه,0,0,0,0,0,0,0,0,0
36,المتصل,في التطبيق قسم الكشوفات,0,0,0,0,0,0,0,0,0
37,المتصل,معك من الأمن السيبراني حسابك فيه مشكلة,1,1,0,0,0,0,0,0,1
37,الطرف الآخر,ايش المشكلة,1,0,0,0,0,0,0,0,1
37,المتصل,نحتاج كلمة السر لتأمين الحساب,1,1,0,0,0,0,1,0,1
38,المتصل,مبروك كسبت تذكرة طيران مجانية من البنك,0,0,1,0,0,0,0,0,1
38,الطرف الآخر,جد كيف,0,0,0,0,0,0,0,0,1
38,المتصل,نحتاج رسوم تسجيل 300 ريال,0,0,1,1,0,0,0,0,1
39,المتصل,معك من خدمة العملاء نؤكد موعد تسليم البطاقة,0,0,0,0,0,0,0,0,0
39,الطرف الآخر,ايه متى,0,0,0,0,0,0,0,0,0
39,المتصل,بكرة الساعة ٤ العصر,0,0,0,0,0,0,0,0,0
40,المتصل,فيه مخالفة على حسابك 3000 ريال,1,1,0,1,0,0,0,0,1
40,الطرف الآخر,مخالفة ايه,1,0,0,0,0,0,0,0,1
40,المتصل,عملية مشبوهة حول المبلغ الحين,1,1,0,1,0,0,0,0,1
41,المتصل,مرحبا من بنك الأهلي بخصوص القرض,0,0,0,0,0,0,0,0,0
41,الطرف الآخر,ايه وصلتني الموافقة,0,0,0,0,0,0,0,0,0
41,المتصل,تمام بنرسل التفاصيل على الايميل,0,0,0,0,0,0,0,0,0
42,المتصل,حسابك معرض للإغلاق نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
42,الطرف الآخر,ليش يتقفل,1,0,0,0,0,0,0,0,1
42,المتصل,محاولة دخول غير مصرحة أرسل الرمز,1,1,0,0,0,0,0,1,1
43,المتصل,السلام عليكم نؤكد عملية شراء ب 1500 ريال,0,0,0,0,0,0,0,0,0
43,الطرف الآخر,ايه صحيح اشتريت جوال,0,0,0,0,0,0,0,0,0
43,المتصل,شكرا للتأكيد,0,0,0,0,0,0,0,0,0
44,المتصل,مبروك ربحت 20000 ريال من مسابقة البنك,0,0,1,0,0,0,0,0,1
44,الطرف الآخر,جد كيف,0,0,0,0,0,0,0,0,1
44,المتصل,نحتاج رقم الهوية لتسجيل الجائزة,0,0,1,0,1,0,0,0,1
45,المتصل,مرحبا من بنك الإنماء نتابع طلب البطاقة,0,0,0,0,0,0,0,0,0
45,الطرف الآخر,ايه طلب البطاقة,0,0,0,0,0,0,0,0,0
45,المتصل,تم الشحن بتصلك خلال يومين,0,0,0,0,0,0,0,0,0
46,المتصل,حسابك فيه مشكلة أمنية نحتاج رقم البطاقة,1,1,0,0,0,1,0,0,1
46,الطرف الآخر,بس ما وصلني تنبيه,1,0,0,0,0,0,0,0,1
46,المتصل,المشكلة جديدة لازم الرقم الحين,1,1,0,0,0,1,0,0,1
47,المتصل,السلام عليكم نتصل بخصوص تحديث العنوان,0,0,0,0,1,0,0,0,0
47,الطرف الآخر,ايه العنوان حي النخيل,0,0,0,0,0,0,0,0,0
47,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
48,المتصل,فيه عرض استثمار مضمون 300 بالمية,0,0,1,0,0,0,0,0,1
48,الطرف الآخر,كيف مضمون,0,0,0,0,0,0,0,0,1
48,المتصل,حول 10000 ريال اليوم ونشتري أسهم,1,0,1,1,0,0,0,0,1
49,المتصل,مرحبا من بنك الراجحي نؤكد تسليم البطاقة,0,0,0,0,0,0,0,0,0
49,الطرف الآخر,ايه متى بيكون,0,0,0,0,0,0,0,0,0
49,المتصل,اليوم بعد العصر,0,0,0,0,0,0,0,0,0
50,المتصل,حسابك تم اختراقه نحتاج كلمة السر,1,1,0,0,0,0,1,0,1
50,الطرف الآخر,بس انا ما اعطيت احد شي,1,0,0,0,0,0,0,0,1
50,المتصل,لازم كلمة السر الحين والا يضيع الحساب,1,1,0,0,0,0,1,0,1
51,المتصل,السلام عليكم من بنك الأهلي بخصوص القرض,0,0,0,0,0,0,0,0,0
51,الطرف الآخر,ايه وصلتني الأوراق,0,0,0,0,0,0,0,0,0
51,المتصل,تمام بنرسل التفاصيل النهائية,0,0,0,0,0,0,0,0,0
52,المتصل,مبروك كسبت 15000 ريال من مسابقة البنك,0,0,1,0,0,0,0,0,1
52,الطرف الآخر,من وين جت الجائزة,0,0,0,0,0,0,0,0,1
52,المتصل,سحب عشوائي بس نحتاج رقم الحساب,0,0,1,0,0,1,0,0,1
53,المتصل,مرحبا من بنك الإنماء بخصوص كشف الحساب,0,0,0,0,0,0,0,0,0
53,الطرف الآخر,ايه وين ألاقيه,0,0,0,0,0,0,0,0,0
53,المتصل,في التطبيق قسم الكشوفات,0,0,0,0,0,0,0,0,0
54,المتصل,فيه مشكلة دفع في حسابك نحتاج بيانات البطاقة,1,1,0,0,0,1,0,0,1
54,الطرف الآخر,ايش المشكلة,1,0,0,0,0,0,0,0,1
54,المتصل,عملية مرفوضة لازم تحدث البيانات الحين,1,1,0,0,0,1,0,0,1
55,المتصل,السلام عليكم من بنك الراجحي نؤكد عنوان التوصيل,0,0,0,0,0,0,0,0,0
55,الطرف الآخر,العنوان حي الروضة شارع الملك,0,0,0,0,0,0,0,0,0
55,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
56,المتصل,حسابك فيه نشاط مشبوه نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
56,الطرف الآخر,ما وصلني شي,1,0,0,0,0,0,0,0,1
56,المتصل,بيوصلك الحين أرسله بسرعة,1,1,0,0,0,0,0,1,1
57,المتصل,مرحبا من بنك الأهلي بخصوص طلب التمويل,0,0,0,0,0,0,0,0,0
57,الطرف الآخر,ايه متى الموافقة,0,0,0,0,0,0,0,0,0
57,المتصل,خلال ٤٨ ساعة بنبلغك,0,0,0,0,0,0,0,0,0
58,المتصل,مبروك ربحت 50000 ريال من قرعة البنك,0,0,1,0,0,0,0,0,1
58,الطرف الآخر,كيف ربحت,0,0,0,0,0,0,0,0,1
58,المتصل,نحتاج رقم الهوية والحساب للتحويل,0,0,1,0,1,1,0,0,1
58,الطرف الآخر,ليش الهوية,0,0,0,0,0,0,0,0,1
58,المتصل,لتأكد من هويتك العرض ينتهي اليوم,1,0,1,0,0,0,0,0,1
59,المتصل,السلام عليكم من بنك الإنماء نتابع طلب البطاقة,0,0,0,0,0,0,0,0,0
59,الطرف الآخر,ايه وصلتني,0,0,0,0,0,0,0,0,0
59,المتصل,تمام تقدر تفعلها من التطبيق,0,0,0,0,0,0,0,0,0
60,المتصل,حسابك في خطر نحتاج كلمة السر للحماية,1,1,0,0,0,0,1,0,1
60,الطرف الآخر,بس ما شفت شي غريب,1,0,0,0,0,0,0,0,1
60,المتصل,لازم كلمة السر الحين والا يضيع كل شي,1,1,0,0,0,0,1,0,1
61,المتصل,مرحبا من بنك الراجحي بخصوص كشف الحساب,0,0,0,0,0,0,0,0,0
61,الطرف الآخر,ايه وين ألاقيه,0,0,0,0,0,0,0,0,0
61,المتصل,في التطبيق قسم الكشوفات,0,0,0,0,0,0,0,0,0
62,المتصل,فيه عرض استثمار ربح 500 بالمية,0,0,1,0,0,0,0,0,1
62,الطرف الآخر,كيف هذا ممكن,0,0,0,0,0,0,0,0,1
62,المتصل,حول 20000 ريال اليوم ونشتري أسهم,1,0,1,1,0,0,0,0,1
63,المتصل,السلام عليكم من بنك الأهلي نؤكد عملية شراء,0,0,0,0,0,0,0,0,0
63,الطرف الآخر,ايه اشتريت لاب توب,0,0,0,0,0,0,0,0,0
63,المتصل,تمام شكرا للتأكيد,0,0,0,0,0,0,0,0,0
64,المتصل,حسابك تم حظره نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
64,الطرف الآخر,ليش الحظر,1,0,0,0,0,0,0,0,1
64,المتصل,محاولة اختراق أرسل الرمز الحين,1,1,0,0,0,0,0,1,1
65,المتصل,مرحبا من بنك الإنماء بخصوص القرض,0,0,0,0,0,0,0,0,0
65,الطرف الآخر,ايه متى ينزل المبلغ,0,0,0,0,0,0,0,0,0
65,المتصل,خلال يومين بنرسل التفاصيل,0,0,0,0,0,0,0,0,0
66,المتصل,مبروك كسبت سيارة من قرعة البنك,0,0,1,0,0,0,0,0,1
66,الطرف الآخر,جد كيف,0,0,0,0,0,0,0,0,1
66,المتصل,نحتاج رسوم تسجيل 5000 ريال,0,0,1,1,0,0,0,0,1
67,المتصل,السلام عليكم من بنك الراجحي نؤكد عنوان التوصيل,0,0,0,0,0,0,0,0,0
67,الطرف الآخر,العنوان حي الملز شارع الرياض,0,0,0,0,0,0,0,0,0
67,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
68,المتصل,فيه مشكلة في حسابك نحتاج رقم البطاقة,1,1,0,0,0,1,0,0,1
68,الطرف الآخر,ايش المشكلة بالضبط,1,0,0,0,0,0,0,0,1
68,المتصل,عملية مشبوهة لازم تحدث البيانات الحين,1,1,0,0,0,1,0,0,1
69,المتصل,مرحبا من بنك الأهلي نتابع طلب البطاقة,0,0,0,0,0,0,0,0,0
69,الطرف الآخر,ايه متى بتوصل,0,0,0,0,0,0,0,0,0
69,المتصل,بكرة الظهر بنوصلها,0,0,0,0,0,0,0,0,0
70,المتصل,حسابك في خطر نحتاج كلمة السر,1,1,0,0,0,0,1,0,1
70,الطرف الآخر,بس ما شفت شي غريب,1,0,0,0,0,0,0,0,1
70,المتصل,لازم كلمة السر الحين والا يضيع الحساب,1,1,0,0,0,0,1,0,1
71,المتصل,السلام عليكم من بنك الإنماء بخصوص كشف الحساب,0,0,0,0,0,0,0,0,0
71,الطرف الآخر,ايه وين ألاقيه,0,0,0,0,0,0,0,0,0
71,المتصل,في التطبيق قسم الكشوفات,0,0,0,0,0,0,0,0,0
72,المتصل,مبروك ربحت 30000 ريال من قرعة البنك,0,0,1,0,0,0,0,0,1
72,الطرف الآخر,من وين جت,0,0,0,0,0,0,0,0,1
72,المتصل,سحب عشوائي بس نحتاج رقم الحساب,0,0,1,0,0,1,0,0,1
73,المتصل,مرحبا من بنك الراجحي نؤكد تحديث بياناتك,0,0,0,0,1,0,0,0,0
73,الطرف الآخر,ايه بس ليش,0,0,0,0,0,0,0,0,0
73,المتصل,روتين للتأكد من الهوية,0,0,0,0,1,0,0,0,0
74,المتصل,فيه مشكلة أمنية نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
74,الطرف الآخر,ما وصلني شي,1,0,0,0,0,0,0,0,1
74,المتصل,بيوصلك الحين أرسله بسرعة,1,1,0,0,0,0,0,1,1
75,المتصل,السلام عليكم من بنك الأهلي نؤكد عملية شراء ب 3000 ريال,0,0,0,0,0,0,0,0,0
75,الطرف الآخر,ايه اشتريت تذكرة طيران,0,0,0,0,0,0,0,0,0
75,المتصل,تمام شكرا للتأكيد,0,0,0,0,0,0,0,0,0
76,المتصل,حسابك تم اختراقه نحتاج رقم البطاقة,1,1,0,0,0,1,0,0,1
76,الطرف الآخر,بس التطبيق ما نبهني,1,0,0,0,0,0,0,0,1
76,المتصل,المشكلة خارجية أرسل الرقم الحين,1,1,0,0,0,1,0,0,1
77,المتصل,مرحبا من بنك الإنماء بخصوص القرض,0,0,0,0,0,0,0,0,0
77,الطرف الآخر,ايه متى ينزل المبلغ,0,0,0,0,0,0,0,0,0
77,المتصل,خلال ٤٨ ساعة بنبلغك,0,0,0,0,0,0,0,0,0
78,المتصل,مبروك كسبت 40000 ريال من قرعة البنك,0,0,1,0,0,0,0,0,1
78,الطرف الآخر,كيف ربحت,0,0,0,0,0,0,0,0,1
78,المتصل,نحتاج رقم الهوية والحساب للتحويل,0,0,1,0,1,1,0,0,1
79,المتصل,السلام عليكم من بنك الراجحي بخصوص البطاقة,0,0,0,0,0,0,0,0,0
79,الطرف الآخر,ايه وصلتني اليوم,0,0,0,0,0,0,0,0,0
79,المتصل,تمام تقدر تفعلها من التطبيق,0,0,0,0,0,0,0,0,0
80,المتصل,فيه مشكلة في حسابك نحتاج كلمة السر,1,1,0,0,0,0,1,0,1
80,الطرف الآخر,بس ما شفت شي غريب,1,0,0,0,0,0,0,0,1
80,المتصل,لازم كلمة السر الحين,1,1,0,0,0,0,1,0,1
81,المتصل,مرحبا من بنك الأهلي نؤكد عنوان التوصيل,0,0,0,0,0,0,0,0,0
81,الطرف الآخر,العنوان حي العليا شارع التحلية,0,0,0,0,0,0,0,0,0
81,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
82,المتصل,حسابك في خطر نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
